date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
12:07:14	30870/30870	---M--	200	added ('OK')	image/jpeg	etag:%2216c0a5d8-7896-4830e9bc4f640%22	http://web.stanford.edu/class/cs140/projects/pintos/specs/kbd/ibm_rapid_access_II.jpg	/home/chirag/pintos/pintosDocumentation/pintosDocumentationFiles/web.stanford.edu/class/cs140/projects/pintos/specs/kbd/ibm_rapid_access_II.jpg	(from http://web.stanford.edu/class/cs140/projects/pintos/specs/kbd/scancodes-5.html)
12:07:15	13710/13710	---M--	200	added ('OK')	image/jpeg	etag:%2216c0a5f0-358e-4830e9bc4f640%22	http://web.stanford.edu/class/cs140/projects/pintos/specs/kbd/logitech-access.jpg	/home/chirag/pintos/pintosDocumentation/pintosDocumentationFiles/web.stanford.edu/class/cs140/projects/pintos/specs/kbd/logitech-access.jpg	(from http://web.stanford.edu/class/cs140/projects/pintos/specs/kbd/scancodes-5.html)
12:07:17	31689/31689	---M--	200	added ('OK')	image/jpeg	etag:%2216c0a5f4-7bc9-4830e9bc4f640%22	http://web.stanford.edu/class/cs140/projects/pintos/specs/kbd/logitech-internet.jpg	/home/chirag/pintos/pintosDocumentation/pintosDocumentationFiles/web.stanford.edu/class/cs140/projects/pintos/specs/kbd/logitech-internet.jpg	(from http://web.stanford.edu/class/cs140/projects/pintos/specs/kbd/scancodes-5.html)
12:07:20	31532/31532	---M--	200	added ('OK')	image/jpeg	etag:%2216c0a604-7b2c-4830e9bc4f640%22	http://web.stanford.edu/class/cs140/projects/pintos/specs/kbd/nokia-top.jpg	/home/chirag/pintos/pintosDocumentation/pintosDocumentationFiles/web.stanford.edu/class/cs140/projects/pintos/specs/kbd/nokia-top.jpg	(from http://web.stanford.edu/class/cs140/projects/pintos/specs/kbd/scancodes-5.html)
12:07:22	51017/51017	---M--	200	added ('OK')	image/jpeg	etag:%2216c0a5fa-c749-4830e9bc4f640%22	http://web.stanford.edu/class/cs140/projects/pintos/specs/kbd/ms_office.jpg	/home/chirag/pintos/pintosDocumentation/pintosDocumentationFiles/web.stanford.edu/class/cs140/projects/pintos/specs/kbd/ms_office.jpg	(from http://web.stanford.edu/class/cs140/projects/pintos/specs/kbd/scancodes-5.html)
12:07:22	50388/50388	---M--	200	added ('OK')	image/jpeg	etag:%2216c0a606-c4d4-4830e9bc4f640%22	http://web.stanford.edu/class/cs140/projects/pintos/specs/kbd/nokia.jpg	/home/chirag/pintos/pintosDocumentation/pintosDocumentationFiles/web.stanford.edu/class/cs140/projects/pintos/specs/kbd/nokia.jpg	(from http://web.stanford.edu/class/cs140/projects/pintos/specs/kbd/scancodes-5.html)
12:07:25	17579/17579	---M--	200	added ('OK')	image/jpeg	etag:%2216c0a602-44ab-4830e9bc4f640%22	http://web.stanford.edu/class/cs140/projects/pintos/specs/kbd/nokia-s.jpg	/home/chirag/pintos/pintosDocumentation/pintosDocumentationFiles/web.stanford.edu/class/cs140/projects/pintos/specs/kbd/nokia-s.jpg	(from http://web.stanford.edu/class/cs140/projects/pintos/specs/kbd/scancodes-5.html)
12:07:26	54651/54651	---M--	200	added ('OK')	image/jpeg	etag:%2216c0a5fe-d57b-4830e9bc4f640%22	http://web.stanford.edu/class/cs140/projects/pintos/specs/kbd/nokia-left.jpg	/home/chirag/pintos/pintosDocumentation/pintosDocumentationFiles/web.stanford.edu/class/cs140/projects/pintos/specs/kbd/nokia-left.jpg	(from http://web.stanford.edu/class/cs140/projects/pintos/specs/kbd/scancodes-5.html)
12:07:29	41903/41903	---M--	200	added ('OK')	image/jpeg	etag:%2216c0a5ee-a3af-4830e9bc4f640%22	http://web.stanford.edu/class/cs140/projects/pintos/specs/kbd/lk411.jpg	/home/chirag/pintos/pintosDocumentation/pintosDocumentationFiles/web.stanford.edu/class/cs140/projects/pintos/specs/kbd/lk411.jpg	(from http://web.stanford.edu/class/cs140/projects/pintos/specs/kbd/scancodes-5.html)
12:07:32	13234/13234	---M--	200	added ('OK')	image/jpeg	etag:%2216c0a5ec-33b2-4830e9bc4f640%22	http://web.stanford.edu/class/cs140/projects/pintos/specs/kbd/lk411-s.jpg	/home/chirag/pintos/pintosDocumentation/pintosDocumentationFiles/web.stanford.edu/class/cs140/projects/pintos/specs/kbd/lk411-s.jpg	(from http://web.stanford.edu/class/cs140/projects/pintos/specs/kbd/scancodes-5.html)
12:07:32	3104/3104	---M--	200	added ('OK')	text/html	date:Thu,%2014%20Aug%202014%2017:07:31%20GMT	http://web.stanford.edu/class/cs140/projects/pintos/specs/kbd/abnt-keypad.html	/home/chirag/pintos/pintosDocumentation/pintosDocumentationFiles/web.stanford.edu/class/cs140/projects/pintos/specs/kbd/abnt-keypad.html	(from http://web.stanford.edu/class/cs140/projects/pintos/specs/kbd/scancodes-5.html)
12:07:35	87961/87961	---M--	200	added ('OK')	image/jpeg	etag:%2216c0a600-15799-4830e9bc4f640%22	http://web.stanford.edu/class/cs140/projects/pintos/specs/kbd/nokia-right.jpg	/home/chirag/pintos/pintosDocumentation/pintosDocumentationFiles/web.stanford.edu/class/cs140/projects/pintos/specs/kbd/nokia-right.jpg	(from http://web.stanford.edu/class/cs140/projects/pintos/specs/kbd/scancodes-5.html)
12:07:37	29211/29211	---M--	200	added ('OK')	image/jpeg	etag:%2216c0a63c-721b-4830e9bc4f640%22	http://web.stanford.edu/class/cs140/projects/pintos/specs/kbd/yahoo912.jpg	/home/chirag/pintos/pintosDocumentation/pintosDocumentationFiles/web.stanford.edu/class/cs140/projects/pintos/specs/kbd/yahoo912.jpg	(from http://web.stanford.edu/class/cs140/projects/pintos/specs/kbd/scancodes-5.html)
12:07:38	80003/80003	---M--	200	added ('OK')	image/jpeg	etag:%2216c0a5e8-13883-4830e9bc4f640%22	http://web.stanford.edu/class/cs140/projects/pintos/specs/kbd/lk411-left.jpg	/home/chirag/pintos/pintosDocumentation/pintosDocumentationFiles/web.stanford.edu/class/cs140/projects/pintos/specs/kbd/lk411-left.jpg	(from http://web.stanford.edu/class/cs140/projects/pintos/specs/kbd/scancodes-5.html)
12:07:39	9883/9883	---M--	200	added ('OK')	image/jpeg	etag:%2216c0a608-269b-4830e9bc4f640%22	http://web.stanford.edu/class/cs140/projects/pintos/specs/kbd/samsung-s.jpg	/home/chirag/pintos/pintosDocumentation/pintosDocumentationFiles/web.stanford.edu/class/cs140/projects/pintos/specs/kbd/samsung-s.jpg	(from http://web.stanford.edu/class/cs140/projects/pintos/specs/kbd/scancodes-5.html)
12:07:39	5847/5847	---MC-	404	error ('Not%20Found')	text/html	date:Thu,%2014%20Aug%202014%2017:07:38%20GMT	http://web.stanford.edu/class/cs140/projects/pintos/specs/kbd/sun-type5.gif	/home/chirag/pintos/pintosDocumentation/pintosDocumentationFiles/web.stanford.edu/class/cs140/projects/pintos/specs/kbd/sun-type5.gif	(from http://web.stanford.edu/class/cs140/projects/pintos/specs/kbd/scancodes-6.html)
12:07:40	10202/10202	---M--	200	added ('OK')	image/jpeg	etag:%2216c0a62a-27da-4830e9bc4f640%22	http://web.stanford.edu/class/cs140/projects/pintos/specs/kbd/sk2500.jpg	/home/chirag/pintos/pintosDocumentation/pintosDocumentationFiles/web.stanford.edu/class/cs140/projects/pintos/specs/kbd/sk2500.jpg	(from http://web.stanford.edu/class/cs140/projects/pintos/specs/kbd/scancodes-5.html)
12:07:47	132142/132142	---M--	200	added ('OK')	image/jpeg	etag:%2216c0a5ea-2042e-4830e9bc4f640%22	http://web.stanford.edu/class/cs140/projects/pintos/specs/kbd/lk411-right.jpg	/home/chirag/pintos/pintosDocumentation/pintosDocumentationFiles/web.stanford.edu/class/cs140/projects/pintos/specs/kbd/lk411-right.jpg	(from http://web.stanford.edu/class/cs140/projects/pintos/specs/kbd/scancodes-5.html)
12:07:53	83439/83439	---M--	200	added ('OK')	image/jpeg	etag:%2216c0a5dc-145ef-4830e9bc4f640%22	http://web.stanford.edu/class/cs140/projects/pintos/specs/kbd/jp106-with-scancodes.jpg	/home/chirag/pintos/pintosDocumentation/pintosDocumentationFiles/web.stanford.edu/class/cs140/projects/pintos/specs/kbd/jp106-with-scancodes.jpg	(from http://web.stanford.edu/class/cs140/projects/pintos/specs/kbd/scancodes-7.html)
12:07:55	121310/121310	---M--	200	added ('OK')	image/jpeg	etag:%2216c0a60a-1d9de-4830e9bc4f640%22	http://web.stanford.edu/class/cs140/projects/pintos/specs/kbd/samsung.jpg	/home/chirag/pintos/pintosDocumentation/pintosDocumentationFiles/web.stanford.edu/class/cs140/projects/pintos/specs/kbd/samsung.jpg	(from http://web.stanford.edu/class/cs140/projects/pintos/specs/kbd/scancodes-5.html)
12:07:56	12375/12375	---M--	200	added ('OK')	image/jpeg	etag:%2216c0a5da-3057-4830e9bc4f640%22	http://web.stanford.edu/class/cs140/projects/pintos/specs/kbd/imb5576-2.jpg	/home/chirag/pintos/pintosDocumentation/pintosDocumentationFiles/web.stanford.edu/class/cs140/projects/pintos/specs/kbd/imb5576-2.jpg	(from http://web.stanford.edu/class/cs140/projects/pintos/specs/kbd/scancodes-7.html)
12:07:57	109450/109450	---M--	200	added ('OK')	image/jpeg	etag:%2216c0a5e2-1ab8a-4830e9bc4f640%22	http://web.stanford.edu/class/cs140/projects/pintos/specs/kbd/jp106.jpg	/home/chirag/pintos/pintosDocumentation/pintosDocumentationFiles/web.stanford.edu/class/cs140/projects/pintos/specs/kbd/jp106.jpg	(from http://web.stanford.edu/class/cs140/projects/pintos/specs/kbd/scancodes-7.html)
12:07:57	6279/6279	---M--	200	added ('OK')	text/x-chdr	etag:%2216c0a62c-1887-4830e9bc4f640%22	http://web.stanford.edu/class/cs140/projects/pintos/specs/kbd/table.h	/home/chirag/pintos/pintosDocumentation/pintosDocumentationFiles/web.stanford.edu/class/cs140/projects/pintos/specs/kbd/table.h	(from http://web.stanford.edu/class/cs140/projects/pintos/specs/kbd/scancodes-9.html)
12:07:57	223/223	---M--	200	added ('OK')	image/gif	etag:%2216c0a65a-df-4830e9bd43880%22	http://web.stanford.edu/class/cs140/projects/pintos/specs/sysv-abi-update.html/contents.gif	/home/chirag/pintos/pintosDocumentation/pintosDocumentationFiles/web.stanford.edu/class/cs140/projects/pintos/specs/sysv-abi-update.html/contents.gif	(from http://web.stanford.edu/class/cs140/projects/pintos/specs/sysv-abi-update.html/revision.html)
12:07:58	232/232	---M--	200	added ('OK')	image/gif	etag:%2216c0a666-e8-4830e9bd43880%22	http://web.stanford.edu/class/cs140/projects/pintos/specs/sysv-abi-update.html/warning.gif	/home/chirag/pintos/pintosDocumentation/pintosDocumentationFiles/web.stanford.edu/class/cs140/projects/pintos/specs/sysv-abi-update.html/warning.gif	(from http://web.stanford.edu/class/cs140/projects/pintos/specs/sysv-abi-update.html/ch4.intro.html)
12:07:58	17826/17826	---M--	200	added ('OK')	image/gif	etag:%2216c0a5e6-45a2-4830e9bc4f640%22	http://web.stanford.edu/class/cs140/projects/pintos/specs/kbd/lk201-k.gif	/home/chirag/pintos/pintosDocumentation/pintosDocumentationFiles/web.stanford.edu/class/cs140/projects/pintos/specs/kbd/lk201-k.gif	(from http://web.stanford.edu/class/cs140/projects/pintos/specs/kbd/scancodes-8.html)
12:07:58	173/173	---M--	200	added ('OK')	image/gif	etag:%2216c0a660-ad-4830e9bd43880%22	http://web.stanford.edu/class/cs140/projects/pintos/specs/sysv-abi-update.html/next.gif	/home/chirag/pintos/pintosDocumentation/pintosDocumentationFiles/web.stanford.edu/class/cs140/projects/pintos/specs/sysv-abi-update.html/next.gif	(from http://web.stanford.edu/class/cs140/projects/pintos/specs/sysv-abi-update.html/ch4.intro.html)
12:07:58	216/216	---M--	200	added ('OK')	image/gif	etag:%2216c0a662-d8-4830e9bd43880%22	http://web.stanford.edu/class/cs140/projects/pintos/specs/sysv-abi-update.html/previous.gif	/home/chirag/pintos/pintosDocumentation/pintosDocumentationFiles/web.stanford.edu/class/cs140/projects/pintos/specs/sysv-abi-update.html/previous.gif	(from http://web.stanford.edu/class/cs140/projects/pintos/specs/sysv-abi-update.html/ch4.eheader.html)
12:07:59	3414/3414	---M--	200	added ('OK')	image/gif	etag:%2216c0a65e-d56-4830e9bd43880%22	http://web.stanford.edu/class/cs140/projects/pintos/specs/sysv-abi-update.html/init_example.gif	/home/chirag/pintos/pintosDocumentation/pintosDocumentationFiles/web.stanford.edu/class/cs140/projects/pintos/specs/sysv-abi-update.html/init_example.gif	(from http://web.stanford.edu/class/cs140/projects/pintos/specs/sysv-abi-update.html/ch5.dynamic.html)
12:07:59	1969/1969	---M--	200	added ('OK')	text/plain	etag:%2216c0a5aa-7b1-4830e9bc4f640%22	http://web.stanford.edu/class/cs140/projects/pintos/specs/freevga/vga/seqplanr.txt	/home/chirag/pintos/pintosDocumentation/pintosDocumentationFiles/web.stanford.edu/class/cs140/projects/pintos/specs/freevga/vga/seqplanr.txt	(from http://web.stanford.edu/class/cs140/projects/pintos/specs/freevga/vga/vgaseq.htm)
12:07:59	3932/3932	---M--	200	added ('OK')	image/gif	etag:%2216c0a5a8-f5c-4830e9bc4f640%22	http://web.stanford.edu/class/cs140/projects/pintos/specs/freevga/vga/seqplanr.gif	/home/chirag/pintos/pintosDocumentation/pintosDocumentationFiles/web.stanford.edu/class/cs140/projects/pintos/specs/freevga/vga/seqplanr.gif	(from http://web.stanford.edu/class/cs140/projects/pintos/specs/freevga/vga/vgaseq.htm)
12:07:59	1626/1626	---M--	200	added ('OK')	text/plain	etag:%2216c0a5a6-65a-4830e9bc4f640%22	http://web.stanford.edu/class/cs140/projects/pintos/specs/freevga/vga/seqpack.txt	/home/chirag/pintos/pintosDocumentation/pintosDocumentationFiles/web.stanford.edu/class/cs140/projects/pintos/specs/freevga/vga/seqpack.txt	(from http://web.stanford.edu/class/cs140/projects/pintos/specs/freevga/vga/vgaseq.htm)
12:07:59	990/990	---M--	200	added ('OK')	text/plain	etag:%2216c0a58a-3de-4830e9bc4f640%22	http://web.stanford.edu/class/cs140/projects/pintos/specs/freevga/vga/256left.txt	/home/chirag/pintos/pintosDocumentation/pintosDocumentationFiles/web.stanford.edu/class/cs140/projects/pintos/specs/freevga/vga/256left.txt	(from http://web.stanford.edu/class/cs140/projects/pintos/specs/freevga/vga/vgaseq.htm)
12:08:00	5091/5091	---M--	200	added ('OK')	image/gif	etag:%2216c0a5a4-13e3-4830e9bc4f640%22	http://web.stanford.edu/class/cs140/projects/pintos/specs/freevga/vga/seqpack.gif	/home/chirag/pintos/pintosDocumentation/pintosDocumentationFiles/web.stanford.edu/class/cs140/projects/pintos/specs/freevga/vga/seqpack.gif	(from http://web.stanford.edu/class/cs140/projects/pintos/specs/freevga/vga/vgaseq.htm)
12:08:00	640/640	---M--	200	added ('OK')	text/plain	etag:%2216c0a58e-280-4830e9bc4f640%22	http://web.stanford.edu/class/cs140/projects/pintos/specs/freevga/vga/256right.txt	/home/chirag/pintos/pintosDocumentation/pintosDocumentationFiles/web.stanford.edu/class/cs140/projects/pintos/specs/freevga/vga/256right.txt	(from http://web.stanford.edu/class/cs140/projects/pintos/specs/freevga/vga/vgaseq.htm)
12:08:00	3395/3395	---M--	200	added ('OK')	image/gif	etag:%2216c0a588-d43-4830e9bc4f640%22	http://web.stanford.edu/class/cs140/projects/pintos/specs/freevga/vga/256left.gif	/home/chirag/pintos/pintosDocumentation/pintosDocumentationFiles/web.stanford.edu/class/cs140/projects/pintos/specs/freevga/vga/256left.gif	(from http://web.stanford.edu/class/cs140/projects/pintos/specs/freevga/vga/vgaseq.htm)
12:08:00	3408/3408	---M--	200	added ('OK')	image/gif	etag:%2216c0a58c-d50-4830e9bc4f640%22	http://web.stanford.edu/class/cs140/projects/pintos/specs/freevga/vga/256right.gif	/home/chirag/pintos/pintosDocumentation/pintosDocumentationFiles/web.stanford.edu/class/cs140/projects/pintos/specs/freevga/vga/256right.gif	(from http://web.stanford.edu/class/cs140/projects/pintos/specs/freevga/vga/vgaseq.htm)
12:08:00	1059/1059	---M--	200	added ('OK')	text/plain	etag:%2216c0a592-423-4830e9bc4f640%22	http://web.stanford.edu/class/cs140/projects/pintos/specs/freevga/vga/char.txt	/home/chirag/pintos/pintosDocumentation/pintosDocumentationFiles/web.stanford.edu/class/cs140/projects/pintos/specs/freevga/vga/char.txt	(from http://web.stanford.edu/class/cs140/projects/pintos/specs/freevga/vga/vgatext.htm)
12:08:01	5847/5847	---MC-	404	error ('Not%20Found')	text/html	date:Thu,%2014%20Aug%202014%2017:08:00%20GMT	http://web.stanford.edu/class/cs140/projects/pintos/specs/freevga/vga/Char.gif	/home/chirag/pintos/pintosDocumentation/pintosDocumentationFiles/web.stanford.edu/class/cs140/projects/pintos/specs/freevga/vga/Char.gif	(from http://web.stanford.edu/class/cs140/projects/pintos/specs/freevga/vga/vgatext.htm)
12:08:01	112866/112866	---M--	200	added ('OK')	image/jpeg	etag:%2216c0a5e4-1b8e2-4830e9bc4f640%22	http://web.stanford.edu/class/cs140/projects/pintos/specs/kbd/jplaptop.jpg	/home/chirag/pintos/pintosDocumentation/pintosDocumentationFiles/web.stanford.edu/class/cs140/projects/pintos/specs/kbd/jplaptop.jpg	(from http://web.stanford.edu/class/cs140/projects/pintos/specs/kbd/scancodes-7.html)
12:08:01	1352/1352	---M--	200	added ('OK')	text/plain	etag:%2216c0a5c6-548-4830e9bc4f640%22	http://web.stanford.edu/class/cs140/projects/pintos/specs/freevga/vga/virtual.txt	/home/chirag/pintos/pintosDocumentation/pintosDocumentationFiles/web.stanford.edu/class/cs140/projects/pintos/specs/freevga/vga/virtual.txt	(from http://web.stanford.edu/class/cs140/projects/pintos/specs/freevga/vga/vgafx.htm)
12:08:01	2482/2482	---M--	200	added ('OK')	image/gif	etag:%2216c0a5c4-9b2-4830e9bc4f640%22	http://web.stanford.edu/class/cs140/projects/pintos/specs/freevga/vga/virtual.gif	/home/chirag/pintos/pintosDocumentation/pintosDocumentationFiles/web.stanford.edu/class/cs140/projects/pintos/specs/freevga/vga/virtual.gif	(from http://web.stanford.edu/class/cs140/projects/pintos/specs/freevga/vga/vgafx.htm)
12:08:02	1089/1089	---M--	200	added ('OK')	text/plain	etag:%2216c0a5a0-441-4830e9bc4f640%22	http://web.stanford.edu/class/cs140/projects/pintos/specs/freevga/vga/paging.txt	/home/chirag/pintos/pintosDocumentation/pintosDocumentationFiles/web.stanford.edu/class/cs140/projects/pintos/specs/freevga/vga/paging.txt	(from http://web.stanford.edu/class/cs140/projects/pintos/specs/freevga/vga/vgafx.htm)
12:08:02	2540/2540	---M--	200	added ('OK')	image/gif	etag:%2216c0a59e-9ec-4830e9bc4f640%22	http://web.stanford.edu/class/cs140/projects/pintos/specs/freevga/vga/paging.gif	/home/chirag/pintos/pintosDocumentation/pintosDocumentationFiles/web.stanford.edu/class/cs140/projects/pintos/specs/freevga/vga/paging.gif	(from http://web.stanford.edu/class/cs140/projects/pintos/specs/freevga/vga/vgafx.htm)
